komentar,noise,clean,normalized,label
"11:21 bener banget bang. gw jg kayaknya awalnya gitu sebelum gw mulai kurung diri gw di rumah pas SMA 12 tahun lalu. 😅
tp gw tahun tahun awal sih gw cuma paling kurung diri 3 bulan, gk masuk sekolah. di rumah juga gw cuma tidur doang. trus masuk sekolah lagi. tp ini ngerusak nilai gw, yg makin gw tambah depresi. akhirnya gw minta pindah sekolah cz salah satu sumber stress saya ya sekolah karena jujur saya sering terlambat sekolah, saya ini 5 bersaudara dan saya diantar sekolah terakhir, gw anak paling tua. naik angkot? gw gk dikasi uang jajan bro boro boro buat angkot. jalan kaki? gw rumahnya lumayan jauh, dan gw pulangnya memang jalan kaki bro. gw ini fisiknya jujur aja rada lemah bro jadi kalo pulang-pergi jalan jujur gw gk kuat. nah balik ke sering terlambat tadi, di sekolah gw kalo terlambat itu awalannya suruh push up 100x, 3x terlambat suruhnya itu semua. jujur aja gw gpp malah sama ini. tapi setelah itu suruh nyapu sampe istirahat pertama, sampe nantinya suruh kerja bakti seminggu penuh. waktu gw di sekolah jadi sering kebuang bukan buat belajar tapi buat nyapu. kadang ini sampe istirahat kedua jg. gw keinget jaman SD gw juga gini. sekolah gw waktu itu cukup favorit, isinya banyak orang kaya tapi mainnya sirkel sirkelan. gw jujur aja dulu harapannya masuk sekolah itu biar pinter buat banggain ortu, tapi gw karena sering terlambat ini gw sering gk ngikutin pelajaran karena suruh nyapu ini, nilai gw jeblok semua, fisik gw drop. begitu gw sakit & gk masuk beberapa hari, gw jadi takut masuk sekolah. hari demi hari akhirnya sampe tu beberapa bulan gw gk masuk. akhirnya gw pindah sekolah. gw pindah sekolah lain, gw pindahan dari sekolah favorit pindah sekolah biasa, murid & guru disana ekspektasinya selangit ke gw, jujur berat banget. gw yg sama sekali belum ngatasin depresi gw sebelumnya jatuh lagi. gw gk mau masuk sekolah lagi, gw minta DO aja. 1 tahun gw kurung diri di rumah setelah ini. lalu ortu gw kenal sama yang namanya kejar paket C, ortu gw paksain gw buat ikut. ok gw ikut. di hari hari terakhir disana kumat lagi gw, untungnya gw berhasil didorong buat ikut ujiannya & lulus. trus gw ikut daftar PTN, gw lolos masuk. setelah gw mau masuk ada tes kesehatan, fakultas gw itu teknik, ada tes buta warna, gw ternyata buta warna parsial. gw nyaris gk diloloskan karena ini, gw sampe harus ke dekan dll, akhirnya diijinkan masuk. disini gw berusaha ngikat gw ke kampus, gw kayak terobsesi, gw sangat takut gw bakal kumat lagi. gw push diri gw, kegiatan apapun gw ikutin, siapapun gw ajak temenan, gw sering pulang malem & kecapean. sampe hari terakhir ospek jurusan gw drop trus gw sakit. setelah ospek jurusan selesai gw gk masuk beberapa hari. gw takut masuk kampus beberapa hari tp begitu gw masuk kampus, gw ngerasa takut sama kawan gw sendiri tanpa alasan. gw push pokoknya harus masuk, gw shock, gw bisa badannya geter gak karuan, takut bgt di keramaian, pandangan gw kerasa kayak jauh semua, suara orang ngomong kerasa asing semua, leher gw geter terus kayak seakan mau copot dari badan gw. gw cepet cepet cari tempat sepi, gw putuskan pulang. & akhirnya gw nyerah, gw kurung diri gw di rumah. gw sangat takut ini terulang terus. gw takut kasi ekspektasi ortu gw lagi & gw takut gw bakal kehilangan kontrol gw lagi. tp saat itu, gw gtw, gw waktu itu dari sekian kegiatan yg gw ikut salah satunya itu daftar lomba PKM, ternyata tim gw lolos pendanaan. waktu itu saat gw akhirnya tau gw pikir temen gw pasti bakal terimplikasi kalo gw gini, gw beranikan diri buat masuk kampus untuk garap projectnya. tp tim gw ini banyak sekali alasannya untuk gk datang pertemuan untuk bahas & garap ini. semuanya dilempar ke gw. minta ijin kampus lah, pergi survei lah, beli alat lah, segala tetek bengek, gw jadi mempertanyakan gw ngapain. akhirnya gw bodo amat, gw ini masih takut keramaian udah maksain diri buat dateng mereka malah kayak gini. ya sudah gw terlantarkan tu projek. akhirnya kampus kontak gw, dosennya & kakak angkatan kontak gw, buat apa? buat ambil alih projek PKM gw. ya sudah, bagus, gw lempar aja, kali aja mereka berhasil kan, dari pada ide nganggur aja, mending ambil buat direalisasikan orang lain, gw serahin duit pendanaannya ke mereka. terakhir gw disuruh tanda tangan ini itu jg di kertas kosong, gw tau lah maksudnya apa tp gw tetep lakuin aja, toh gw habis itu bakal kurung diri gw lagi di rumah, paling banter paling gw di penjara kan kalo misal tanda tangan gw disalahgunakan, tp apa bedanya sama gw kurung diri kan. gw akhirnya kurung gw lagi dirumah bertahun tahun. gw jujur bgt takut, sangat takut berharap, sangat takut orang naruh ekspektasi ke gw, sangat takut gw gk bisa penuhin itu & ngacaukan segalanya. gw gk bisa jamin gw gk bakal tiba tiba kumat lagi klo misal gw dikasi tanggung jawab. jujur aja kalo gw gk takut ortu gw bakal mati mendadak klo tiba tiba gw mati, gw bakal bunuh diri.
sekarang udah bertaun taun gw gini, gk ada pengalaman, gk ada apa, jd ya gw dh dead end jg. gw mau bangkit jg udah susah bgt. belum lagi karena lama gk aktifitas di rumah bener bener ngerusak badan gw. terutama mata gw.
bagi orang yang niat baca pengalaman gw ini sampe akhir gw mau tanya, apa yang harus gw lakuin sekarang? jujur gw dh gtw lagi.
btw ni akun alt gw demi melindungi privasi.",Clean,"bener banget bang gw jg kayaknya awalnya gitu sebelum gw mulai kurung diri gw di rumah pas sma  tahun lalu 
tp gw tahun tahun awal sih gw cuma paling kurung diri  bulan gk masuk sekolah di rumah juga gw cuma tidur doang trus masuk sekolah lagi tp ini ngerusak nilai gw yg makin gw tambah depresi akhirnya gw minta pindah sekolah cz salah satu sumber stress saya ya sekolah karena jujur saya sering terlambat sekolah saya ini  bersaudara dan saya diantar sekolah terakhir gw anak paling tua naik angkot gw gk dikasi uang jajan bro boro boro buat angkot jalan kaki gw rumahnya lumayan jauh dan gw pulangnya memang jalan kaki bro gw ini fisiknya jujur aja rada lemah bro jadi kalo pulangpergi jalan jujur gw gk kuat nah balik ke sering terlambat tadi di sekolah gw kalo terlambat itu awalannya suruh push up x x terlambat suruhnya itu semua jujur aja gw gpp malah sama ini tapi setelah itu suruh nyapu sampe istirahat pertama sampe nantinya suruh kerja bakti seminggu penuh waktu gw di sekolah jadi sering kebuang bukan buat belajar tapi buat nyapu kadang ini sampe istirahat kedua jg gw keinget jaman sd gw juga gini sekolah gw waktu itu cukup favorit isinya banyak orang kaya tapi mainnya sirkel sirkelan gw jujur aja dulu harapannya masuk sekolah itu biar pinter buat banggain ortu tapi gw karena sering terlambat ini gw sering gk ngikutin pelajaran karena suruh nyapu ini nilai gw jeblok semua fisik gw drop begitu gw sakit  gk masuk beberapa hari gw jadi takut masuk sekolah hari demi hari akhirnya sampe tu beberapa bulan gw gk masuk akhirnya gw pindah sekolah gw pindah sekolah lain gw pindahan dari sekolah favorit pindah sekolah biasa murid  guru disana ekspektasinya selangit ke gw jujur berat banget gw yg sama sekali belum ngatasin depresi gw sebelumnya jatuh lagi gw gk mau masuk sekolah lagi gw minta do aja  tahun gw kurung diri di rumah setelah ini lalu ortu gw kenal sama yang namanya kejar paket c ortu gw paksain gw buat ikut ok gw ikut di hari hari terakhir disana kumat lagi gw untungnya gw berhasil didorong buat ikut ujiannya  lulus trus gw ikut daftar ptn gw lolos masuk setelah gw mau masuk ada tes kesehatan fakultas gw itu teknik ada tes buta warna gw ternyata buta warna parsial gw nyaris gk diloloskan karena ini gw sampe harus ke dekan dll akhirnya diijinkan masuk disini gw berusaha ngikat gw ke kampus gw kayak terobsesi gw sangat takut gw bakal kumat lagi gw push diri gw kegiatan apapun gw ikutin siapapun gw ajak temenan gw sering pulang malem  kecapean sampe hari terakhir ospek jurusan gw drop trus gw sakit setelah ospek jurusan selesai gw gk masuk beberapa hari gw takut masuk kampus beberapa hari tp begitu gw masuk kampus gw ngerasa takut sama kawan gw sendiri tanpa alasan gw push pokoknya harus masuk gw shock gw bisa badannya geter gak karuan takut bgt di keramaian pandangan gw kerasa kayak jauh semua suara orang ngomong kerasa asing semua leher gw geter terus kayak seakan mau copot dari badan gw gw cepet cepet cari tempat sepi gw putuskan pulang  akhirnya gw nyerah gw kurung diri gw di rumah gw sangat takut ini terulang terus gw takut kasi ekspektasi ortu gw lagi  gw takut gw bakal kehilangan kontrol gw lagi tp saat itu gw gtw gw waktu itu dari sekian kegiatan yg gw ikut salah satunya itu daftar lomba pkm ternyata tim gw lolos pendanaan waktu itu saat gw akhirnya tau gw pikir temen gw pasti bakal terimplikasi kalo gw gini gw beranikan diri buat masuk kampus untuk garap projectnya tp tim gw ini banyak sekali alasannya untuk gk datang pertemuan untuk bahas  garap ini semuanya dilempar ke gw minta ijin kampus lah pergi survei lah beli alat lah segala tetek bengek gw jadi mempertanyakan gw ngapain akhirnya gw bodo amat gw ini masih takut keramaian udah maksain diri buat dateng mereka malah kayak gini ya sudah gw terlantarkan tu projek akhirnya kampus kontak gw dosennya  kakak angkatan kontak gw buat apa buat ambil alih projek pkm gw ya sudah bagus gw lempar aja kali aja mereka berhasil kan dari pada ide nganggur aja mending ambil buat direalisasikan orang lain gw serahin duit pendanaannya ke mereka terakhir gw disuruh tanda tangan ini itu jg di kertas kosong gw tau lah maksudnya apa tp gw tetep lakuin aja toh gw habis itu bakal kurung diri gw lagi di rumah paling banter paling gw di penjara kan kalo misal tanda tangan gw disalahgunakan tp apa bedanya sama gw kurung diri kan gw akhirnya kurung gw lagi dirumah bertahun tahun gw jujur bgt takut sangat takut berharap sangat takut orang naruh ekspektasi ke gw sangat takut gw gk bisa penuhin itu  ngacaukan segalanya gw gk bisa jamin gw gk bakal tiba tiba kumat lagi klo misal gw dikasi tanggung jawab jujur aja kalo gw gk takut ortu gw bakal mati mendadak klo tiba tiba gw mati gw bakal bunuh diri
sekarang udah bertaun taun gw gini gk ada pengalaman gk ada apa jd ya gw dh dead end jg gw mau bangkit jg udah susah bgt belum lagi karena lama gk aktifitas di rumah bener bener ngerusak badan gw terutama mata gw
bagi orang yang niat baca pengalaman gw ini sampe akhir gw mau tanya apa yang harus gw lakuin sekarang jujur gw dh gtw lagi
btw ni akun alt gw demi melindungi privasi",bener banget bang saya jg kayaknya awalnya gitu sebelum saya mulai kurung diri saya di rumah pas sma tahun lalu tp saya tahun tahun awal sih saya cuma paling kurung diri bulan tidak masuk sekolah di rumah juga saya cuma tidur doang trus masuk sekolah lagi tp ini ngerusak nilai saya yg makin saya tambah depresi akhirnya saya minta pindah sekolah cz salah satu sumber stres saya ya sekolah karena jujur saya sering terlambat sekolah saya ini bersaudara dan saya diantar sekolah terakhir saya anak paling tua naik angkot saya tidak dikasi uang jajan bro boro boro buat angkot jalan kaki saya rumahnya lumayan jauh dan saya pulangnya memang jalan kaki bro saya ini fisiknya jujur aja rada lemah bro jadi kalo pulangpergi jalan jujur saya tidak kuat nah balik ke sering terlambat tadi di sekolah saya kalo terlambat itu awalannya suruh push up x x terlambat suruhnya itu semua jujur aja saya gpp malah sama ini tapi setelah itu suruh nyapu sampe istirahat pertama sampe nantinya suruh kerja bakti seminggu penuh waktu saya di sekolah jadi sering kebuang bukan buat belajar tapi buat nyapu kadang ini sampe istirahat kedua jg saya keinget jaman sd saya juga gini sekolah saya waktu itu cukup favorit isinya banyak orang kaya tapi mainnya sirkel sirkelan saya jujur aja dulu harapannya masuk sekolah itu biar pinter buat banggain ortu tapi saya karena sering terlambat ini saya sering tidak ngikutin pelajaran karena suruh nyapu ini nilai saya jeblok semua fisik saya drop begitu saya sakit tidak masuk beberapa hari saya jadi takut masuk sekolah hari demi hari akhirnya sampe tu beberapa bulan saya tidak masuk akhirnya saya pindah sekolah saya pindah sekolah lain saya pindahan dari sekolah favorit pindah sekolah biasa murid guru disana ekspektasinya selangit ke saya jujur berat banget saya yg sama sekali belum ngatasin depresi saya sebelumnya jatuh lagi saya tidak mau masuk sekolah lagi saya minta do aja tahun saya kurung diri di rumah setelah ini lalu ortu saya kenal sama yang namanya kejar paket c ortu saya paksain saya buat ikut ok saya ikut di hari hari terakhir disana kumat lagi saya untungnya saya berhasil didorong buat ikut ujiannya lulus trus saya ikut daftar ptn saya lolos masuk setelah saya mau masuk ada tes kesehatan fakultas saya itu teknik ada tes buta warna saya ternyata buta warna parsial saya nyaris tidak diloloskan karena ini saya sampe harus ke dekan dll akhirnya diijinkan masuk disini saya berusaha ngikat saya ke kampus saya kayak terobsesi saya sangat takut saya bakal kumat lagi saya push diri saya kegiatan apapun saya ikutin siapapun saya ajak temenan saya sering pulang malem kecapean sampe hari terakhir ospek jurusan saya drop trus saya sakit setelah ospek jurusan selesai saya tidak masuk beberapa hari saya takut masuk kampus beberapa hari tp begitu saya masuk kampus saya ngerasa takut sama kawan saya sendiri tanpa alasan saya push pokoknya harus masuk saya shock saya bisa badannya geter gak karuan takut banget di keramaian pandangan saya kerasa kayak jauh semua suara orang ngomong kerasa asing semua leher saya geter terus kayak seakan mau copot dari badan saya saya cepet cepet cari tempat sepi saya putuskan pulang akhirnya saya nyerah saya kurung diri saya di rumah saya sangat takut ini terulang terus saya takut kasi ekspektasi ortu saya lagi saya takut saya bakal kehilangan kontrol saya lagi tp saat itu saya gtw saya waktu itu dari sekian kegiatan yg saya ikut salah satunya itu daftar lomba pkm ternyata tim saya lolos pendanaan waktu itu saat saya akhirnya tau saya pikir temen saya pasti bakal terimplikasi kalo saya gini saya beranikan diri buat masuk kampus untuk garap projectnya tp tim saya ini banyak sekali alasannya untuk tidak datang pertemuan untuk bahas garap ini semuanya dilempar ke saya minta ijin kampus lah pergi survei lah beli alat lah segala tetek bengek saya jadi mempertanyakan saya ngapain akhirnya saya bodo amat saya ini masih takut keramaian udah maksain diri buat dateng mereka malah kayak gini ya sudah saya terlantarkan tu projek akhirnya kampus kontak saya dosennya kakak angkatan kontak saya buat apa buat ambil alih projek pkm saya ya sudah bagus saya lempar aja kali aja mereka berhasil kan dari pada ide nganggur aja mending ambil buat direalisasikan orang lain saya serahin duit pendanaannya ke mereka terakhir saya disuruh tanda tangan ini itu jg di kertas kosong saya tau lah maksudnya apa tp saya tetep lakuin aja toh saya habis itu bakal kurung diri saya lagi di rumah paling banter paling saya di penjara kan kalo misal tanda tangan saya disalahgunakan tp apa bedanya sama saya kurung diri kan saya akhirnya kurung saya lagi dirumah bertahun tahun saya jujur banget takut sangat takut berharap sangat takut orang naruh ekspektasi ke saya sangat takut saya tidak bisa penuhin itu ngacaukan segalanya saya tidak bisa jamin saya tidak bakal tiba tiba kumat lagi klo misal saya dikasi tanggung jawab jujur aja kalo saya tidak takut ortu saya bakal mati mendadak klo tiba tiba saya mati saya bakal bunuh diri sekarang udah bertaun taun saya gini tidak ada pengalaman tidak ada apa jd ya saya dh dead end jg saya mau bangkit jg udah susah banget belum lagi karena lama tidak aktifitas di rumah bener bener ngerusak badan saya terutama mata saya bagi orang yang niat baca pengalaman saya ini sampe akhir saya mau tanya apa yang harus saya lakuin sekarang jujur saya dh gtw lagi btw ni akun alt saya demi melindungi privasi,Stress
"""kucincang tytyd kau""
5 detik setelahnya:itu contoh 🗿",Clean,"kucincang tytyd kau
 detik setelahnyaitu contoh",kucincang tytyd kau detik setelahnyaitu contoh,Normal
"Pak izin bertanya, dari pernyataan bapak mengenai informasi sekarang yang sangat terbuka sehingga kerap kali terjadinya depresi jadi untuk solusi mengahadapi hal tersebut kita harus senantiasa positif thinking kah pak?",Clean,pak izin bertanya dari pernyataan bapak mengenai informasi sekarang yang sangat terbuka sehingga kerap kali terjadinya depresi jadi untuk solusi mengahadapi hal tersebut kita harus senantiasa positif thinking kah pak,pak izin bertanya dari pernyataan bapak mengenai informasi sekarang yang sangat terbuka sehingga kerap kali terjadinya depresi jadi untuk solusi mengahadapi hal tersebut kita harus senantiasa positif thinking kah pak,Depresi
Betul sekaki dok. Itu yg bikin malas cerita sama orang terdekat. Niat curhat malahan adu nasib 😢,Clean,betul sekaki dok itu yg bikin malas cerita sama orang terdekat niat curhat malahan adu nasib,betul sekaki dok itu yg bikin malas cerita sama orang terdekat niat curhat malahan adu nasib,Normal
Dokter prakteknya di jogja di mana?!,Clean,dokter prakteknya di jogja di mana,dokter prakteknya di jogja di mana,Normal
contoh mulyono bapak e fufufafa wkwkwkw,Clean,contoh mulyono bapak e fufufafa wkwkwkw,contoh mulyono bapak e fufufafa wkwkwkw,Normal
"aku kemarin kayak sempet ngalamin delusi Sampek dua hari itu tidur cuma beberapa jam karena aku ngomong sendiri itu ada yang jawab in dan kayak aku Sampek telfon temen karena aku udah ngerasa aneh ,dan kata temen aku harus banyak interaksi sama orang ,dan sekarang cuma di ngomong sendiri tapi ngga ada jawaban kayak suara gitu",Clean,aku kemarin kayak sempet ngalamin delusi sampek dua hari itu tidur cuma beberapa jam karena aku ngomong sendiri itu ada yang jawab in dan kayak aku sampek telfon temen karena aku udah ngerasa aneh dan kata temen aku harus banyak interaksi sama orang dan sekarang cuma di ngomong sendiri tapi ngga ada jawaban kayak suara gitu,aku kemarin kayak sempet ngalamin delusi sampek dua hari itu tidur cuma beberapa jam karena aku ngomong sendiri itu ada yang jawab in dan kayak aku sampek telfon temen karena aku udah ngerasa aneh dan kata temen aku harus banyak interaksi sama orang dan sekarang cuma di ngomong sendiri tapi tidak ada jawaban kayak suara gitu,Normal
"Aku punya teman. 
Bnr banget di pedesaan gejala awal kejiwaan tp di kira kerasaukan setan.. Di cariin dukun di Rukiyah. 
Di bawa ke Dokter di diagnosa Kejiwaan hrs minum obt swumur hidup. 

Heran nya kluarga nya masih tetep nyalahin gara2 setan.",Clean,"aku punya teman 
bnr banget di pedesaan gejala awal kejiwaan tp di kira kerasaukan setan di cariin dukun di rukiyah 
di bawa ke dokter di diagnosa kejiwaan hrs minum obt swumur hidup 

heran nya kluarga nya masih tetep nyalahin gara setan",aku punya teman bnr banget di pedesaan gejala awal kejiwaan tp di kira kerasaukan setan di cariin dukun di rukiyah di bawa ke dokter di diagnosa kejiwaan hrs minum obt swumur hidup heran nya kluarga nya masih tetep nyalahin gara setan,Normal
"Amin dadi presiden Pak, we hehehehe.",Clean,amin dadi presiden pak we hehehehe,amin dadi presiden pak we hehehehe,Normal
"bukan itu sajaa, tapi kurang dukungan.",Clean,bukan itu sajaa tapi kurang dukungan,bukan itu sajaa tapi kurang dukungan,Normal
Gimana caranya kak,Clean,gimana caranya kak,gimana caranya kak,Normal
"Jl. Magelang No.71, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",Clean,jl magelang no kricak kec tegalrejo kota yogyakarta daerah istimewa yogyakarta,jl magelang no kricak kec tegalrejo kota yogyakarta daerah istimewa yogyakarta,Normal
Aku adalah salah satu orang yg di diaknosa oleh dokter kejiwaan sebagai pasian Borderline Personality Disorder (BPD).. Dan sekarang aku berusaha sembuh,Clean,aku adalah salah satu orang yg di diaknosa oleh dokter kejiwaan sebagai pasian borderline personality disorder bpd dan sekarang aku berusaha sembuh,aku adalah salah satu orang yg di diaknosa oleh dokter kejiwaan sebagai pasian borderline personality disorder bpd dan sekarang aku berusaha sembuh,Normal
